,나이__은행마케팅.csv,직업__은행마케팅.csv,혼인여부__은행마케팅.csv,학업__은행마케팅.csv,신용카드 소지 여부__은행마케팅.csv,연봉__은행마케팅.csv,집담보 대출__은행마케팅.csv,기타 대출__은행마케팅.csv,연락 방법__은행마케팅.csv,최근 연락한 날 (일)__은행마케팅.csv,최근 연락한 날 (월)__은행마케팅.csv,최근 연락 기간__은행마케팅.csv,최근 켐페인 참가 여부__은행마케팅.csv,최근 켐페인 이후 시간 소요 (일)__은행마케팅.csv,최근 켐페인 이후 연락 횟수__은행마케팅.csv,이전 마케팅 성공 여부 __은행마케팅.csv,과금 여부__은행마케팅.csv
14578,30,management,single,tertiary,no,382,yes,no,cellular,21,jul,200,2,-1,0,unknown,1
14579,42,housemaid,divorced,primary,no,273,no,no,cellular,21,apr,354,1,-1,0,unknown,1
14580,80,retired,married,secondary,no,462,no,no,cellular,7,dec,127,2,-1,0,unknown,1
14581,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,1
14582,45,technician,single,tertiary,no,2033,no,no,cellular,15,jun,243,5,285,2,success,2
14583,46,technician,married,tertiary,no,2207,yes,no,unknown,16,may,243,3,-1,0,unknown,1
14584,27,technician,married,secondary,no,241,no,yes,unknown,26,feb,889,1,-1,0,unknown,1
14585,26,student,single,secondary,no,8015,no,no,cellular,26,may,109,1,-1,0,unknown,1
14586,32,technician,divorced,secondary,no,2870,no,no,cellular,18,aug,91,4,-1,0,unknown,1
14587,56,technician,divorced,secondary,no,397,yes,no,unknown,8,may,185,7,-1,0,unknown,1
14588,36,admin.,divorced,secondary,no,356,yes,no,cellular,7,apr,244,3,313,1,failure,1
14589,41,housemaid,divorced,tertiary,no,9767,yes,no,unknown,29,may,162,2,-1,0,unknown,1
14590,51,retired,married,primary,no,670,yes,no,cellular,7,may,391,1,-1,0,unknown,1
14591,29,blue-collar,married,primary,no,97,yes,no,cellular,13,may,431,2,-1,0,unknown,1
14592,35,management,married,tertiary,no,171,no,no,cellular,29,aug,204,2,-1,0,unknown,1
14593,27,unemployed,married,secondary,no,293,yes,no,unknown,26,may,70,3,-1,0,unknown,1
14594,29,blue-collar,single,secondary,no,234,yes,no,cellular,8,may,139,1,345,1,other,1
14595,32,admin.,married,secondary,no,2468,yes,yes,cellular,28,jul,131,4,-1,0,unknown,1
14596,32,management,married,tertiary,no,6138,no,no,cellular,3,sep,251,3,36,11,success,1
14597,48,technician,married,unknown,no,74,no,no,unknown,12,jun,181,1,-1,0,unknown,1
14598,32,management,single,secondary,no,249,yes,no,unknown,2,jun,258,1,-1,0,unknown,1
14599,49,blue-collar,married,primary,no,902,no,no,unknown,9,jun,210,2,-1,0,unknown,1
14600,39,management,divorced,tertiary,no,1315,yes,no,cellular,19,nov,1337,4,126,1,failure,1
14601,49,blue-collar,married,primary,no,1133,yes,no,cellular,4,may,291,3,-1,0,unknown,1
14602,26,services,single,secondary,no,8206,yes,no,unknown,13,may,213,2,-1,0,unknown,1
14603,32,blue-collar,married,primary,no,187,no,no,cellular,20,nov,485,1,134,1,failure,1
14604,29,blue-collar,single,tertiary,no,455,no,no,telephone,27,may,214,2,36,1,success,2
14605,52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,unknown,1
14606,37,management,single,tertiary,no,102,yes,no,cellular,21,aug,101,2,-1,0,unknown,1
14607,33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,1
14608,49,admin.,married,secondary,no,1677,no,no,unknown,5,jun,19,3,-1,0,unknown,1
14609,27,technician,single,tertiary,no,434,yes,no,unknown,13,jan,127,1,-1,0,unknown,1
14610,33,management,married,secondary,no,67,yes,yes,unknown,23,may,316,4,-1,0,unknown,1
14611,58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,285,1,-1,0,unknown,1
14612,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown,2
14613,39,management,divorced,tertiary,no,5009,yes,no,cellular,15,jul,1083,2,-1,0,unknown,1
14614,51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,1
14615,55,services,divorced,secondary,no,72,yes,yes,unknown,15,may,384,4,-1,0,unknown,1
14616,39,admin.,single,secondary,no,2263,yes,yes,telephone,21,nov,1158,9,-1,0,unknown,2
14617,31,admin.,single,secondary,no,98,yes,yes,unknown,12,may,159,3,-1,0,unknown,1
14618,33,technician,single,secondary,no,930,yes,no,cellular,15,may,163,5,359,1,failure,1
14619,60,retired,married,tertiary,no,161,yes,no,cellular,21,jul,153,3,-1,0,unknown,1
14620,30,management,married,secondary,no,503,yes,no,cellular,2,feb,96,1,-1,0,unknown,1
14621,34,admin.,married,secondary,no,3185,yes,no,cellular,20,nov,93,1,191,1,failure,1
14622,42,technician,single,secondary,no,541,yes,no,cellular,5,feb,656,1,-1,0,unknown,2
14623,46,technician,divorced,secondary,no,164,yes,no,unknown,9,may,229,2,-1,0,unknown,1
14624,31,blue-collar,single,tertiary,no,462,yes,yes,unknown,19,may,147,1,-1,0,unknown,1
14625,66,management,married,tertiary,no,6251,no,no,cellular,10,aug,273,2,356,10,other,1
14626,38,admin.,married,tertiary,no,605,no,no,cellular,18,nov,147,2,-1,0,unknown,1
14627,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,0,unknown,2
14628,29,technician,single,tertiary,no,1891,no,no,cellular,2,jul,129,1,-1,0,unknown,1
14629,41,management,married,tertiary,no,1559,no,no,cellular,28,aug,74,7,-1,0,unknown,1
14630,40,services,married,secondary,no,884,no,no,cellular,15,jul,166,4,-1,0,unknown,1
14631,34,technician,single,tertiary,no,759,no,no,unknown,20,may,265,1,-1,0,unknown,1
14632,53,self-employed,married,tertiary,no,3711,no,no,cellular,19,nov,64,1,-1,0,unknown,1
14633,51,technician,divorced,secondary,no,1063,no,yes,cellular,4,aug,78,1,-1,0,unknown,1
14634,38,entrepreneur,married,tertiary,no,946,yes,no,cellular,11,may,69,1,-1,0,unknown,1
14635,37,technician,married,secondary,no,1109,yes,no,cellular,12,may,62,1,354,5,failure,1
14636,52,blue-collar,married,primary,no,4015,yes,no,unknown,15,may,493,2,-1,0,unknown,1
14637,29,blue-collar,single,secondary,no,309,yes,no,cellular,11,may,471,3,-1,0,unknown,1
14638,59,retired,married,primary,no,4450,no,no,cellular,28,aug,106,3,-1,0,unknown,1
14639,46,blue-collar,divorced,secondary,no,709,yes,no,cellular,18,jul,100,4,-1,0,unknown,1
14640,60,technician,married,secondary,no,2639,yes,no,unknown,14,may,483,2,-1,0,unknown,1
14641,27,self-employed,single,tertiary,no,202,yes,no,cellular,21,jul,678,1,-1,0,unknown,1
14642,55,blue-collar,divorced,secondary,no,462,yes,no,cellular,20,apr,157,1,332,3,failure,1
14643,44,management,married,secondary,no,438,yes,no,telephone,9,jul,42,1,-1,0,unknown,1
14644,32,technician,married,tertiary,no,2553,yes,no,cellular,24,jul,459,7,-1,0,unknown,1
14645,40,blue-collar,married,primary,no,238,no,no,unknown,20,jun,6,3,-1,0,unknown,1
14646,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,1
14647,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,95,5,-1,0,unknown,1
14648,37,technician,married,secondary,no,54,yes,yes,cellular,22,jul,106,2,-1,0,unknown,1
14649,29,blue-collar,married,secondary,no,933,yes,no,cellular,17,apr,180,2,-1,0,unknown,1
14650,28,management,single,tertiary,no,1720,no,no,cellular,14,sep,230,1,91,4,success,2
14651,27,admin.,single,tertiary,no,4991,yes,no,cellular,13,feb,123,1,-1,0,unknown,1
14652,41,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,1
14653,58,housemaid,married,primary,no,3957,no,no,unknown,17,jun,76,4,-1,0,unknown,1
14654,51,blue-collar,married,primary,no,863,no,no,cellular,19,nov,169,1,189,2,other,1
14655,31,technician,single,tertiary,no,56,no,no,unknown,15,may,320,3,-1,0,unknown,1
14656,51,technician,married,secondary,no,195,yes,no,cellular,17,nov,78,1,-1,0,unknown,1
14657,37,blue-collar,married,primary,no,345,yes,no,cellular,29,jan,344,1,188,2,failure,1
14658,50,blue-collar,divorced,primary,no,608,yes,no,unknown,17,jun,107,4,-1,0,unknown,1
14659,50,management,married,secondary,no,1580,no,yes,cellular,19,nov,79,3,-1,0,unknown,1
14660,34,blue-collar,single,secondary,no,1848,yes,no,unknown,5,jun,131,10,-1,0,unknown,1
14661,49,admin.,married,unknown,no,1101,no,no,cellular,18,aug,29,3,-1,0,unknown,1
14662,32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,1
14663,37,admin.,married,secondary,no,3420,no,no,telephone,12,aug,92,1,-1,0,unknown,1
14664,48,services,single,primary,no,848,yes,no,unknown,15,may,98,1,-1,0,unknown,1
14665,24,student,single,secondary,no,493,yes,no,cellular,13,may,85,4,358,1,other,1
14666,56,blue-collar,married,secondary,no,876,yes,no,telephone,18,may,93,2,-1,0,unknown,1
14667,37,management,married,tertiary,no,5355,no,no,telephone,17,feb,466,4,-1,0,unknown,2
14668,47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,feb,479,2,-1,0,unknown,1
14669,37,technician,single,unknown,no,7245,no,no,cellular,20,nov,143,6,-1,0,unknown,1
14670,32,blue-collar,married,secondary,no,328,yes,no,unknown,20,may,132,1,-1,0,unknown,1
14671,39,blue-collar,single,primary,no,24277,no,no,cellular,28,aug,261,1,-1,0,unknown,2
14672,35,services,married,tertiary,no,1359,no,no,unknown,17,jun,585,2,-1,0,unknown,1
14673,38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,unknown,1
14674,27,management,single,tertiary,no,185,no,no,cellular,31,oct,18,1,-1,0,unknown,1
14675,70,retired,married,primary,no,2346,no,no,cellular,1,jun,421,1,97,6,success,1
14676,45,management,married,tertiary,no,1363,yes,no,unknown,15,may,657,5,-1,0,unknown,1
14677,51,housemaid,married,secondary,no,1270,no,no,cellular,29,jan,208,3,-1,0,unknown,1
14678,32,management,divorced,tertiary,no,4393,no,no,cellular,27,aug,88,3,-1,0,unknown,1
14679,35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,apr,952,2,73,1,failure,1
14680,25,management,single,tertiary,no,490,yes,no,unknown,6,jun,246,3,-1,0,unknown,1
14681,47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203,2,-1,0,unknown,1
14682,32,services,single,secondary,no,72,no,no,cellular,28,jul,88,9,-1,0,unknown,1
14683,45,management,married,tertiary,no,1300,no,no,cellular,30,jul,135,3,-1,0,unknown,1
14684,36,services,married,secondary,no,2153,no,no,unknown,11,jun,181,2,-1,0,unknown,1
14685,55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,other,1
14686,30,technician,married,tertiary,no,239,no,no,telephone,20,oct,73,1,-1,0,unknown,1
14687,34,admin.,divorced,secondary,no,961,no,no,cellular,5,apr,137,2,430,2,failure,1
14688,31,blue-collar,single,secondary,no,855,yes,no,cellular,16,apr,94,1,317,2,failure,1
14689,47,blue-collar,married,secondary,no,4840,no,no,unknown,16,jun,53,1,-1,0,unknown,1
14690,38,technician,single,secondary,no,294,no,yes,cellular,25,jul,172,2,-1,0,unknown,1
14691,27,admin.,single,secondary,no,145,no,yes,cellular,7,jul,95,3,-1,0,unknown,1
14692,36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,1
14693,31,technician,married,tertiary,no,1410,yes,no,unknown,21,may,42,1,-1,0,unknown,1
14694,46,services,married,secondary,no,236,no,no,cellular,27,aug,320,28,-1,0,unknown,1
14695,53,entrepreneur,married,tertiary,no,1129,no,yes,cellular,28,jul,241,8,-1,0,unknown,1
14696,34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,unknown,1
14697,31,blue-collar,married,secondary,no,295,yes,yes,cellular,13,may,193,3,344,1,other,1
14698,56,management,married,tertiary,no,6798,yes,no,cellular,17,nov,250,1,-1,0,unknown,1
14699,50,entrepreneur,married,tertiary,no,8649,yes,no,cellular,20,nov,141,1,-1,0,unknown,1
14700,37,blue-collar,married,secondary,no,1165,yes,no,cellular,11,may,304,3,173,7,failure,1
14701,53,technician,married,secondary,no,137,no,yes,unknown,26,may,129,1,-1,0,unknown,1
14702,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,1
14703,31,blue-collar,married,primary,no,4728,yes,no,cellular,19,nov,114,1,183,3,other,1
14704,35,technician,married,tertiary,no,122,no,no,cellular,27,mar,277,1,-1,0,unknown,1
14705,36,blue-collar,married,primary,no,4138,no,no,unknown,12,jun,174,1,-1,0,unknown,1
14706,40,unemployed,single,tertiary,no,79,no,no,cellular,15,oct,570,1,135,1,failure,2
14707,30,blue-collar,married,secondary,no,68,yes,yes,unknown,16,may,393,2,-1,0,unknown,1
14708,29,admin.,single,secondary,no,390,yes,no,unknown,5,may,137,1,-1,0,unknown,1
14709,25,technician,single,tertiary,no,800,yes,no,unknown,13,may,151,4,-1,0,unknown,1
14710,25,management,married,tertiary,no,937,yes,no,cellular,23,jul,115,1,-1,0,unknown,1
14711,52,blue-collar,married,primary,no,1515,no,no,cellular,7,aug,20,4,-1,0,unknown,1
14712,33,blue-collar,married,primary,no,332,yes,no,unknown,6,may,116,2,-1,0,unknown,1
14713,28,management,single,tertiary,no,939,yes,no,unknown,27,may,740,1,-1,0,unknown,2
14714,40,services,divorced,secondary,no,5745,yes,yes,unknown,23,may,37,1,-1,0,unknown,1
14715,41,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,88,1,-1,0,unknown,1
14716,48,blue-collar,single,secondary,no,2288,no,no,unknown,24,jun,114,4,-1,0,unknown,1
14717,29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown,1
14718,48,management,married,secondary,no,36686,no,no,cellular,30,apr,295,1,-1,0,unknown,1
14719,31,management,married,tertiary,no,460,yes,no,unknown,22,jan,23,1,-1,0,unknown,1
14720,26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other,1
14721,55,technician,divorced,secondary,no,852,no,no,cellular,20,aug,83,6,-1,0,unknown,1
14722,50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,1
14723,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,1
14724,38,admin.,married,secondary,no,2549,no,no,cellular,3,mar,103,1,-1,0,unknown,1
14725,57,self-employed,married,tertiary,no,350,no,no,cellular,26,may,132,6,112,3,failure,1
14726,38,services,married,secondary,no,369,yes,no,telephone,7,may,224,1,-1,0,unknown,1
14727,36,technician,married,secondary,no,1731,yes,yes,unknown,28,may,207,1,-1,0,unknown,1
14728,32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,628,1,-1,0,unknown,2
14729,56,entrepreneur,single,unknown,no,2351,no,no,unknown,18,jun,15,1,-1,0,unknown,1
14730,41,services,married,tertiary,no,412,yes,no,unknown,3,jun,154,5,-1,0,unknown,1
14731,32,student,single,tertiary,no,922,no,no,cellular,18,oct,338,2,-1,0,unknown,1
14732,40,blue-collar,married,secondary,no,1039,yes,no,cellular,20,nov,57,2,-1,0,unknown,1
14733,45,blue-collar,married,secondary,no,22928,no,no,unknown,6,jun,113,1,-1,0,unknown,1
14734,32,management,married,tertiary,no,282,no,no,cellular,22,aug,92,2,-1,0,unknown,1
14735,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,2
14736,48,technician,married,secondary,no,141,yes,yes,unknown,6,may,424,1,-1,0,unknown,1
14737,36,management,single,tertiary,no,72,yes,yes,cellular,21,nov,10,7,-1,0,unknown,1
14738,35,blue-collar,married,secondary,no,80,yes,yes,cellular,6,may,317,1,363,1,failure,1
14739,44,admin.,married,secondary,no,961,no,no,unknown,20,jun,314,2,-1,0,unknown,1
14740,45,services,married,unknown,no,8319,no,no,cellular,15,jun,75,2,-1,0,unknown,1
14741,42,management,divorced,secondary,no,640,no,no,cellular,30,jan,545,1,-1,0,unknown,1
14742,33,blue-collar,married,primary,no,195,no,no,cellular,16,nov,984,5,-1,0,unknown,2
14743,31,technician,single,secondary,no,109,yes,no,unknown,21,may,419,1,-1,0,unknown,1
14744,30,blue-collar,married,secondary,no,450,no,no,unknown,6,may,526,2,-1,0,unknown,1
14745,35,self-employed,married,tertiary,no,844,yes,no,unknown,8,may,60,1,-1,0,unknown,1
14746,55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,0,unknown,2
14747,50,blue-collar,married,primary,no,111,yes,no,telephone,15,may,8,6,366,1,other,1
14748,59,management,divorced,tertiary,no,258,yes,no,cellular,20,apr,33,1,173,1,success,1
14749,34,blue-collar,married,primary,no,2490,yes,no,unknown,23,may,192,1,-1,0,unknown,1
14750,33,technician,single,secondary,no,1769,yes,no,cellular,18,nov,273,1,182,1,failure,1
14751,28,admin.,married,secondary,no,22171,yes,no,unknown,28,may,85,3,-1,0,unknown,1
14752,30,management,single,tertiary,no,617,no,no,cellular,27,feb,192,2,-1,0,unknown,2
14753,46,blue-collar,married,primary,no,1483,yes,no,unknown,14,may,174,3,-1,0,unknown,1
14754,40,admin.,single,primary,no,1970,no,no,cellular,8,may,579,1,-1,0,unknown,1
14755,53,management,married,tertiary,no,146,no,no,unknown,30,may,150,1,-1,0,unknown,1
14756,36,blue-collar,married,unknown,no,17983,yes,no,unknown,20,may,100,1,-1,0,unknown,1
14757,53,services,married,secondary,no,658,no,no,cellular,28,aug,18,25,-1,0,unknown,1
14758,33,technician,single,tertiary,no,1636,yes,no,cellular,27,feb,165,1,-1,0,unknown,2
14759,59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,3,-1,0,unknown,2
14760,52,unemployed,married,secondary,no,5091,no,no,cellular,26,may,309,1,-1,0,unknown,1
14761,45,blue-collar,married,primary,no,185,no,no,cellular,18,aug,34,14,-1,0,unknown,1
14762,45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,1
14763,43,technician,single,tertiary,no,275,yes,no,telephone,14,may,151,2,360,1,other,1
14764,43,entrepreneur,married,secondary,no,1109,yes,no,cellular,6,aug,64,4,-1,0,unknown,1
14765,32,technician,single,tertiary,no,388,yes,no,cellular,22,aug,119,2,-1,0,unknown,1
14766,41,blue-collar,married,primary,no,7735,yes,no,unknown,14,may,240,1,-1,0,unknown,1
14767,30,admin.,single,secondary,no,213,no,no,cellular,30,apr,168,1,-1,0,unknown,1
14768,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,2
14769,34,technician,married,secondary,no,1569,no,no,cellular,11,aug,149,2,-1,0,unknown,1
14770,32,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99,4,-1,0,unknown,1
14771,49,technician,married,secondary,no,1684,no,yes,cellular,1,jun,412,2,-1,0,unknown,2
14772,37,blue-collar,divorced,secondary,no,719,yes,no,cellular,13,may,118,1,365,1,failure,1
14773,42,blue-collar,married,secondary,no,88,yes,no,cellular,12,may,53,2,-1,0,unknown,1
14774,57,management,married,tertiary,no,163,no,no,cellular,6,aug,83,3,-1,0,unknown,1
14775,71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,7,-1,0,unknown,2
14776,36,technician,married,secondary,no,930,no,no,cellular,14,aug,175,2,-1,0,unknown,1
14777,41,blue-collar,married,secondary,no,1011,yes,no,cellular,19,nov,113,1,174,4,other,1
14778,37,blue-collar,single,primary,no,315,no,no,cellular,20,nov,352,1,-1,0,unknown,1
14779,75,retired,married,secondary,no,291,no,no,cellular,12,aug,350,1,182,2,success,2
14780,46,technician,married,secondary,no,9299,no,no,cellular,19,jul,1148,1,276,2,other,2
14781,21,student,single,primary,no,1596,no,no,cellular,26,aug,115,1,93,2,failure,1
14782,47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,1
14783,53,retired,married,secondary,no,357,no,no,unknown,18,jun,154,2,-1,0,unknown,1
14784,25,management,single,tertiary,no,1259,no,no,cellular,12,mar,85,1,-1,0,unknown,1
14785,56,admin.,married,secondary,no,3554,no,no,cellular,3,jun,151,1,-1,0,unknown,1
14786,28,admin.,single,secondary,no,891,yes,no,unknown,27,may,377,1,-1,0,unknown,1
14787,32,services,married,unknown,no,1016,no,no,cellular,30,jul,141,2,-1,0,unknown,1
14788,38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,3,-1,0,unknown,2
14789,49,admin.,married,secondary,no,1096,yes,no,cellular,17,apr,609,1,303,5,failure,1
14790,58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,1
14791,37,management,married,tertiary,no,5432,yes,yes,unknown,20,may,774,1,-1,0,unknown,1
14792,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,427,2,-1,0,unknown,1
14793,54,services,single,secondary,no,492,no,no,unknown,6,jun,330,1,-1,0,unknown,1
14794,35,management,single,tertiary,no,62,yes,no,cellular,5,may,214,4,15,3,success,1
14795,45,technician,married,secondary,no,1415,yes,no,cellular,24,jul,311,1,-1,0,unknown,1
14796,47,blue-collar,married,secondary,no,2215,no,no,cellular,8,aug,194,4,-1,0,unknown,1
14797,32,technician,single,secondary,no,271,yes,yes,cellular,11,may,271,2,-1,0,unknown,1
14798,35,services,married,secondary,no,1279,yes,no,unknown,16,jun,114,5,-1,0,unknown,1
14799,36,technician,married,tertiary,no,606,yes,no,unknown,4,jun,159,1,-1,0,unknown,1
14800,40,entrepreneur,divorced,tertiary,no,1225,yes,no,cellular,11,jul,919,2,-1,0,unknown,1
14801,77,retired,single,primary,no,300,no,no,cellular,9,sep,511,1,-1,0,unknown,1
14802,31,technician,single,secondary,no,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,1
14803,54,technician,divorced,secondary,no,83,yes,no,unknown,6,may,190,3,-1,0,unknown,1
14804,60,management,divorced,tertiary,no,581,yes,no,cellular,8,aug,89,2,-1,0,unknown,1
14805,37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,1
14806,32,student,single,tertiary,no,290,yes,no,cellular,5,may,18,6,-1,0,unknown,1
14807,28,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,1
14808,57,retired,married,tertiary,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,1
14809,42,services,single,unknown,no,4800,no,no,unknown,20,jun,10,11,-1,0,unknown,1
14810,28,blue-collar,married,secondary,no,83,yes,no,cellular,15,may,224,1,-1,0,unknown,1
14811,46,technician,married,secondary,no,475,no,yes,cellular,23,jul,158,2,-1,0,unknown,1
14812,37,services,divorced,secondary,no,135,no,no,cellular,10,jul,460,1,-1,0,unknown,1
14813,30,unemployed,single,secondary,no,79,no,yes,cellular,24,jul,169,1,-1,0,unknown,1
14814,55,housemaid,divorced,unknown,no,1276,no,no,unknown,20,jun,8,12,-1,0,unknown,1
14815,39,self-employed,married,tertiary,no,3201,no,no,unknown,6,jun,197,2,-1,0,unknown,1
14816,79,retired,divorced,primary,no,79,no,no,cellular,9,oct,1106,2,-1,0,unknown,2
14817,59,retired,married,primary,no,824,yes,no,telephone,28,jul,81,3,-1,0,unknown,1
14818,31,blue-collar,married,secondary,no,1039,yes,no,unknown,28,may,44,7,-1,0,unknown,1
14819,43,blue-collar,married,secondary,no,388,yes,yes,cellular,6,may,644,1,355,2,failure,1
14820,46,admin.,single,secondary,no,757,yes,yes,cellular,6,apr,342,3,256,3,failure,1
14821,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,2
14822,33,blue-collar,married,secondary,no,370,yes,no,cellular,8,apr,249,1,-1,0,unknown,1
14823,78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,2
14824,25,blue-collar,married,secondary,no,316,yes,yes,unknown,19,may,360,2,-1,0,unknown,1
14825,35,admin.,married,secondary,no,2374,yes,no,unknown,25,aug,5,1,14,7,success,1
14826,26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,unknown,2
14827,39,blue-collar,married,primary,no,4146,yes,yes,unknown,21,may,353,1,-1,0,unknown,1
14828,62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,404,1,57,8,success,2
14829,30,management,divorced,tertiary,no,317,no,no,cellular,12,aug,72,2,-1,0,unknown,1
14830,38,self-employed,married,secondary,no,736,yes,no,unknown,20,may,775,1,-1,0,unknown,1
14831,40,admin.,single,secondary,no,2854,yes,no,cellular,18,nov,354,2,169,1,failure,1
14832,30,technician,single,secondary,no,3927,yes,no,cellular,11,aug,247,1,-1,0,unknown,1
14833,45,technician,married,secondary,no,5749,no,no,telephone,25,may,180,1,-1,0,unknown,1
14834,44,blue-collar,married,primary,no,67,yes,no,unknown,6,may,220,2,-1,0,unknown,1
14835,32,technician,single,tertiary,no,195,yes,no,cellular,22,aug,239,2,-1,0,unknown,1
14836,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,1
14837,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,2
14838,36,student,single,secondary,no,3551,yes,no,telephone,15,may,134,9,-1,0,unknown,1
14839,52,retired,married,secondary,no,5057,no,no,cellular,17,nov,104,1,-1,0,unknown,1
14840,32,blue-collar,married,secondary,no,95,yes,no,unknown,5,jun,77,2,-1,0,unknown,1
14841,38,management,single,tertiary,no,427,yes,no,cellular,6,may,17,3,169,2,failure,1
14842,42,technician,married,secondary,no,1539,no,no,cellular,19,jun,63,5,211,2,failure,1
14843,41,management,married,tertiary,no,102,no,no,cellular,28,jan,244,1,-1,0,unknown,1
14844,32,technician,married,secondary,no,221,yes,no,unknown,23,may,224,4,-1,0,unknown,1
14845,74,retired,married,tertiary,no,2575,no,no,cellular,25,jan,172,2,161,1,failure,1
14846,29,services,married,secondary,no,399,no,no,cellular,18,dec,454,6,199,1,failure,1
14847,47,technician,married,secondary,no,644,no,no,telephone,28,jan,54,3,160,13,failure,1
14848,57,services,married,primary,no,491,yes,no,cellular,15,apr,1217,3,-1,0,unknown,2
14849,36,self-employed,married,tertiary,no,4515,yes,no,unknown,17,jun,408,2,-1,0,unknown,1
14850,46,blue-collar,married,primary,no,1844,no,no,unknown,19,jun,29,1,-1,0,unknown,1
14851,50,housemaid,married,primary,no,3056,no,no,unknown,9,jun,95,3,-1,0,unknown,1
14852,43,management,married,tertiary,no,2450,no,yes,cellular,20,oct,124,1,-1,0,unknown,1
14853,33,blue-collar,married,secondary,no,53,no,no,cellular,20,nov,113,1,-1,0,unknown,1
14854,32,admin.,single,tertiary,no,170,no,no,cellular,18,nov,74,1,-1,0,unknown,1
14855,46,management,married,tertiary,no,9678,yes,no,cellular,17,nov,318,1,-1,0,unknown,1
14856,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,2
14857,40,blue-collar,married,primary,no,3462,yes,no,cellular,9,feb,171,3,277,4,other,1
14858,51,blue-collar,married,secondary,no,4695,no,no,cellular,29,aug,8,10,-1,0,unknown,1
14859,49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,1
14860,30,technician,single,secondary,no,963,yes,no,cellular,18,may,66,1,-1,0,unknown,1
14861,37,technician,married,tertiary,no,3043,yes,no,cellular,5,may,249,1,300,1,failure,1
14862,28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,-1,0,unknown,2
14863,34,management,single,tertiary,no,2757,yes,no,cellular,12,aug,126,2,-1,0,unknown,1
14864,47,blue-collar,married,primary,no,209,no,no,cellular,27,aug,77,6,-1,0,unknown,1
