Datetime__PJME_hourly.csv,PJME_MW__PJME_hourly.csv
2006-10-05 03:00:00,728334
2006-10-06 10:00:00,695351
2006-10-07 17:00:00,632930
2006-10-08 03:00:00,609583
2006-10-09 00:00:00,705155
2006-10-10 07:00:00,730355
2006-10-11 14:00:00,725420
2006-10-12 21:00:00,721428
2006-10-13 07:00:00,697436
2006-10-14 04:00:00,651244
2006-10-15 11:00:00,640408
2006-10-16 18:00:00,719260
2006-10-17 04:00:00,727609
2006-10-18 01:00:00,728777
2006-10-19 08:00:00,721923
2006-10-20 15:00:00,710199
2006-10-21 22:00:00,638950
2006-10-22 08:00:00,633418
2006-10-23 05:00:00,720298
2006-10-24 02:00:00,752781
2006-10-25 09:00:00,749296
2006-10-26 16:00:00,750533
2006-10-27 23:00:00,755506
2006-10-28 09:00:00,668209
2006-10-29 06:00:00,638613
2006-10-30 13:00:00,734410
2006-10-31 20:00:00,730534
2006-11-01 06:00:00,711440
2006-11-02 03:00:00,715005
2006-11-03 10:00:00,755887
2006-11-04 17:00:00,715887
2006-11-05 03:00:00,689089
2006-11-06 00:00:00,756176
2006-11-07 07:00:00,744835
2006-11-08 14:00:00,735587
2006-11-09 21:00:00,714520
2006-11-10 07:00:00,696229
2006-11-11 04:00:00,644324
2006-11-12 11:00:00,646432
2006-11-13 18:00:00,733970
2006-11-14 04:00:00,723113
2006-11-15 01:00:00,722892
2006-11-16 08:00:00,735242
2006-11-17 15:00:00,709920
2006-11-18 22:00:00,683610
2006-11-19 19:00:00,680573
2006-11-20 05:00:00,779290
2006-11-21 02:00:00,787064
2006-11-22 09:00:00,800756
2006-11-23 16:00:00,691284
2006-11-24 23:00:00,672756
2006-11-25 09:00:00,672839
2006-11-26 06:00:00,665463
2006-11-27 13:00:00,733209
2006-11-28 20:00:00,742603
2006-11-29 06:00:00,739456
2006-11-30 03:00:00,732589
2006-12-01 10:00:00,727654
2006-12-02 17:00:00,691454
2006-12-03 03:00:00,720766
2006-12-04 00:00:00,823290
2006-12-05 07:00:00,860871
2006-12-06 14:00:00,843395
2006-12-07 21:00:00,802096
2006-12-08 07:00:00,901994
2006-12-09 04:00:00,828624
2006-12-10 11:00:00,751564
2006-12-11 18:00:00,791706
2006-12-12 04:00:00,788185
2006-12-13 01:00:00,776403
2006-12-14 08:00:00,766887
2006-12-15 15:00:00,762961
2006-12-16 12:00:00,714573
2006-12-17 19:00:00,710900
2006-12-18 05:00:00,755611
2006-12-19 02:00:00,790969
2006-12-20 09:00:00,830235
2006-12-21 16:00:00,815790
2006-12-22 23:00:00,787256
2006-12-23 09:00:00,684741
2006-12-24 06:00:00,670270
2006-12-25 13:00:00,698082
2006-12-26 20:00:00,717518
2006-12-27 06:00:00,775636
2006-12-28 03:00:00,791421
2006-12-29 10:00:00,761336
2006-12-30 17:00:00,709574
2006-12-31 03:00:00,702766
2007-01-01 00:00:00,678017
2007-01-02 07:00:00,763689
2007-01-03 14:00:00,805149
2007-01-04 21:00:00,779315
2007-01-05 07:00:00,743768
2007-01-06 04:00:00,655724
2007-01-07 11:00:00,654011
2007-01-08 18:00:00,761398
2007-01-09 04:00:00,813498
2007-01-10 01:00:00,848700
2007-01-11 08:00:00,859386
2007-01-12 05:00:00,803993
2007-01-13 12:00:00,688114
2007-01-14 19:00:00,657252
2007-01-15 05:00:00,729843
2007-01-16 02:00:00,782451
2007-01-17 09:00:00,881594
2007-01-18 16:00:00,887978
2007-01-19 23:00:00,833583
2007-01-20 09:00:00,818409
2007-01-21 06:00:00,836623
2007-01-22 13:00:00,886292
2007-01-23 20:00:00,856271
2007-01-24 06:00:00,853343
2007-01-25 03:00:00,873970
2007-01-26 10:00:00,956741
2007-01-27 17:00:00,815838
2007-01-28 03:00:00,756982
2007-01-29 00:00:00,900601
2007-01-30 07:00:00,900933
2007-01-31 14:00:00,900521
2007-02-01 21:00:00,891611
2007-02-02 07:00:00,850485
2007-02-03 04:00:00,821141
2007-02-04 11:00:00,843073
2007-02-05 18:00:00,1011537
2007-02-06 15:00:00,1026033
2007-02-07 22:00:00,977978
2007-02-08 08:00:00,983151
2007-02-09 05:00:00,951595
2007-02-10 12:00:00,865992
2007-02-11 19:00:00,854007
2007-02-12 05:00:00,876234
2007-02-13 02:00:00,906609
2007-02-14 09:00:00,927926
2007-02-15 16:00:00,971612
2007-02-16 23:00:00,962651
2007-02-17 09:00:00,857533
2007-02-18 06:00:00,814361
2007-02-19 13:00:00,927479
2007-02-20 20:00:00,852776
2007-02-21 06:00:00,795909
2007-02-22 03:00:00,825953
2007-02-23 10:00:00,859161
2007-02-24 17:00:00,822943
2007-02-25 03:00:00,801410
2007-02-26 00:00:00,852072
2007-02-27 07:00:00,815840
2007-02-28 14:00:00,808383
2007-03-01 21:00:00,809948
2007-03-02 07:00:00,760916
2007-03-03 04:00:00,706915
2007-03-04 11:00:00,743646
2007-03-05 08:00:00,845756
2007-03-06 15:00:00,940693
2007-03-07 22:00:00,945980
2007-03-08 08:00:00,919765
2007-03-09 05:00:00,864334
2007-03-10 12:00:00,746599
2007-03-11 19:00:00,648109
2007-03-12 05:00:00,768571
2007-03-13 02:00:00,744064
2007-03-14 09:00:00,723902
2007-03-15 16:00:00,723149
2007-03-16 23:00:00,823760
2007-03-17 09:00:00,796505
2007-03-18 06:00:00,763871
2007-03-19 13:00:00,825255
2007-03-20 20:00:00,761171
2007-03-21 06:00:00,801321
2007-03-22 03:00:00,753971
2007-03-23 10:00:00,715225
2007-03-24 17:00:00,664447
2007-03-25 03:00:00,640701
2007-03-26 00:00:00,729493
2007-03-27 07:00:00,721404
2007-03-28 14:00:00,699009
2007-03-29 21:00:00,716556
2007-03-30 07:00:00,715548
2007-03-31 04:00:00,645148
2007-04-01 01:00:00,645537
2007-04-02 08:00:00,708951
2007-04-03 15:00:00,699946
2007-04-04 22:00:00,736920
2007-04-05 08:00:00,763280
2007-04-06 05:00:00,746831
2007-04-07 12:00:00,719724
2007-04-08 19:00:00,701099
2007-04-09 05:00:00,773768
2007-04-10 02:00:00,767689
2007-04-11 09:00:00,769342
2007-04-12 16:00:00,756336
2007-04-13 23:00:00,746136
2007-04-14 09:00:00,678338
2007-04-15 06:00:00,694354
2007-04-16 13:00:00,796153
2007-04-17 20:00:00,778417
2007-04-18 06:00:00,756402
2007-04-19 03:00:00,731220
2007-04-20 10:00:00,706154
2007-04-21 17:00:00,636038
2007-04-22 03:00:00,612637
2007-04-23 00:00:00,714438
2007-04-24 07:00:00,732630
2007-04-25 14:00:00,703045
2007-04-26 21:00:00,693222
2007-04-27 18:00:00,700509
2007-04-28 04:00:00,628724
2007-04-29 01:00:00,605397
2007-04-30 08:00:00,707459
2007-05-01 15:00:00,704061
2007-05-02 22:00:00,711740
2007-05-03 08:00:00,698667
2007-05-04 05:00:00,692020
2007-05-05 12:00:00,622191
2007-05-06 19:00:00,597801
2007-05-07 05:00:00,690200
2007-05-08 02:00:00,704092
2007-05-09 09:00:00,739432
2007-05-10 16:00:00,777099
2007-05-11 23:00:00,785986
2007-05-12 09:00:00,691053
2007-05-13 06:00:00,606681
2007-05-14 13:00:00,697252
2007-05-15 20:00:00,752434
2007-05-16 06:00:00,796071
2007-05-17 03:00:00,722571
2007-05-18 10:00:00,689257
2007-05-19 17:00:00,625584
2007-05-20 03:00:00,617368
2007-05-21 00:00:00,707847
2007-05-22 07:00:00,721171
2007-05-23 14:00:00,738546
2007-05-24 11:00:00,767205
2007-05-25 18:00:00,819618
2007-05-26 04:00:00,795968
2007-05-27 01:00:00,769019
2007-05-28 08:00:00,763620
2007-05-29 15:00:00,816255
2007-05-30 22:00:00,839945
2007-05-31 08:00:00,924077
2007-06-01 05:00:00,937391
2007-06-02 12:00:00,877130
2007-06-03 19:00:00,757047
2007-06-04 05:00:00,800412
2007-06-05 02:00:00,830816
2007-06-06 09:00:00,762722
2007-06-07 16:00:00,787931
2007-06-08 23:00:00,947420
2007-06-09 09:00:00,859868
2007-06-10 06:00:00,724416
2007-06-11 13:00:00,852396
2007-06-12 20:00:00,874180
2007-06-13 06:00:00,812024
2007-06-14 03:00:00,724511
2007-06-15 10:00:00,728889
2007-06-16 17:00:00,718762
2007-06-17 03:00:00,790835
2007-06-18 00:00:00,976618
2007-06-19 07:00:00,989984
2007-06-20 04:00:00,895563
2007-06-21 11:00:00,835079
2007-06-22 18:00:00,799151
2007-06-23 04:00:00,691248
2007-06-24 01:00:00,708715
2007-06-25 08:00:00,886466
2007-06-26 15:00:00,1036080
2007-06-27 22:00:00,1101461
2007-06-28 08:00:00,1050114
2007-06-29 05:00:00,883648
2007-06-30 12:00:00,777816
2007-07-01 19:00:00,699245
2007-07-02 05:00:00,747165
2007-07-03 02:00:00,764153
2007-07-04 09:00:00,702029
2007-07-05 16:00:00,839699
2007-07-06 23:00:00,899237
2007-07-07 09:00:00,842996
2007-07-08 06:00:00,894876
2007-07-09 13:00:00,1084292
2007-07-10 20:00:00,1102212
2007-07-11 06:00:00,1038313
2007-07-12 03:00:00,910800
2007-07-13 10:00:00,879395
2007-07-14 17:00:00,822163
2007-07-15 03:00:00,896087
2007-07-16 21:00:00,982278
2007-07-17 07:00:00,997206
2007-07-18 04:00:00,997395
2007-07-19 11:00:00,985954
2007-07-20 18:00:00,911950
2007-07-21 04:00:00,769458
2007-07-22 01:00:00,760671
2007-07-23 08:00:00,809222
2007-07-24 15:00:00,841067
2007-07-25 22:00:00,922649
2007-07-26 08:00:00,984670
2007-07-27 05:00:00,1002058
2007-07-28 12:00:00,929730
2007-07-29 19:00:00,858557
2007-07-30 05:00:00,958933
2007-07-31 02:00:00,997224
2007-08-01 09:00:00,1026447
2007-08-02 16:00:00,1081114
2007-08-03 23:00:00,1088889
2007-08-04 09:00:00,1009656
2007-08-05 06:00:00,890002
2007-08-06 13:00:00,1011620
2007-08-07 20:00:00,1099429
2007-08-08 06:00:00,1174542
2007-08-09 03:00:00,1065983
2007-08-10 10:00:00,953073
2007-08-11 17:00:00,779636
2007-08-12 14:00:00,844358
2007-08-13 21:00:00,993829
2007-08-14 07:00:00,904032
2007-08-15 04:00:00,931407
2007-08-16 11:00:00,998709
2007-08-17 18:00:00,1007751
2007-08-18 04:00:00,752365
2007-08-19 01:00:00,683827
2007-08-20 08:00:00,756729
2007-08-21 15:00:00,746452
2007-08-22 22:00:00,738359
2007-08-23 08:00:00,788412
2007-08-24 05:00:00,919114
2007-08-25 12:00:00,990282
2007-08-26 19:00:00,893505
2007-08-27 05:00:00,926427
2007-08-28 02:00:00,920703
2007-08-29 09:00:00,924986
2007-08-30 16:00:00,950830
2007-08-31 23:00:00,914917
2007-09-01 09:00:00,752807
2007-09-02 06:00:00,697161
2007-09-03 13:00:00,756555
2007-09-04 20:00:00,896675
2007-09-05 06:00:00,885639
2007-09-06 03:00:00,926593
2007-09-07 10:00:00,985371
2007-09-08 07:00:00,939057
2007-09-09 14:00:00,889668
2007-09-10 21:00:00,1015847
2007-09-11 07:00:00,920902
2007-09-12 04:00:00,806893
2007-09-13 11:00:00,781527
2007-09-14 18:00:00,794293
2007-09-15 04:00:00,684545
2007-09-16 01:00:00,619770
2007-09-17 08:00:00,707698
2007-09-18 15:00:00,719878
2007-09-19 22:00:00,741467
2007-09-20 08:00:00,765052
2007-09-21 05:00:00,800480
2007-09-22 12:00:00,775719
2007-09-23 19:00:00,738852
2007-09-24 05:00:00,779817
2007-09-25 02:00:00,835402
2007-09-26 09:00:00,921979
2007-09-27 16:00:00,924407
2007-09-28 23:00:00,825924
2007-09-29 09:00:00,674137
2007-09-30 06:00:00,648735
2007-10-01 13:00:00,736848
2007-10-02 20:00:00,753587
2007-10-03 06:00:00,819215
2007-10-04 03:00:00,870648
2007-10-05 00:00:00,846525
2007-10-06 07:00:00,773243
2007-10-07 14:00:00,784219
2007-10-08 21:00:00,904437
2007-10-09 07:00:00,897193
2007-10-10 04:00:00,812740
2007-10-11 11:00:00,740583
2007-10-12 18:00:00,699203
2007-10-13 04:00:00,635341
2007-10-14 01:00:00,622309
2007-10-15 08:00:00,705190
2007-10-16 15:00:00,718864
2007-10-17 22:00:00,741781
2007-10-18 08:00:00,762741
2007-10-19 05:00:00,809182
2007-10-20 12:00:00,666789
2007-10-21 19:00:00,632270
2007-10-22 05:00:00,731358
2007-10-23 02:00:00,775317
2007-10-24 09:00:00,758341
2007-10-25 16:00:00,712252
2007-10-26 23:00:00,715984
2007-10-27 09:00:00,663263
2007-10-28 06:00:00,624316
2007-10-29 13:00:00,730065
2007-10-30 20:00:00,739961
2007-10-31 17:00:00,726294
2007-11-01 03:00:00,723450
2007-11-02 00:00:00,726058
2007-11-03 07:00:00,673823
2007-11-04 14:00:00,634527
2007-11-05 21:00:00,737087
2007-11-06 07:00:00,742668
2007-11-07 04:00:00,767449
2007-11-08 11:00:00,788488
2007-11-09 18:00:00,787628
2007-11-10 04:00:00,722519
2007-11-11 01:00:00,703443
2007-11-12 08:00:00,762434
2007-11-13 15:00:00,746853
2007-11-14 22:00:00,756356
2007-11-15 08:00:00,757677
2007-11-16 05:00:00,783935
2007-11-17 12:00:00,735610
2007-11-18 19:00:00,719479
2007-11-19 05:00:00,803232
2007-11-20 02:00:00,784817
2007-11-21 09:00:00,745029
2007-11-22 16:00:00,631520
2007-11-23 23:00:00,711538
2007-11-24 09:00:00,744866
2007-11-25 06:00:00,713345
2007-11-26 13:00:00,762781
2007-11-27 10:00:00,747780
2007-11-28 17:00:00,795077
2007-11-29 03:00:00,798694
2007-11-30 00:00:00,803876
2007-12-01 07:00:00,777566
2007-12-02 14:00:00,797512
2007-12-03 21:00:00,823460
2007-12-04 07:00:00,881082
2007-12-05 04:00:00,905237
2007-12-06 11:00:00,914052
2007-12-07 18:00:00,916313
2007-12-08 04:00:00,788619
2007-12-09 01:00:00,782735
2007-12-10 08:00:00,826074
2007-12-11 15:00:00,822914
2007-12-12 22:00:00,794702
2007-12-13 08:00:00,867343
2007-12-14 05:00:00,835234
2007-12-15 12:00:00,822094
2007-12-16 19:00:00,808234
2007-12-17 05:00:00,898981
2007-12-18 02:00:00,895178
2007-12-19 09:00:00,877049
2007-12-20 16:00:00,851700
2007-12-21 23:00:00,851782
2007-12-22 09:00:00,776856
2007-12-23 06:00:00,725821
2007-12-24 03:00:00,734080
2007-12-25 10:00:00,705067
2007-12-26 17:00:00,825547
2007-12-27 03:00:00,807373
2007-12-28 00:00:00,787727
2007-12-29 07:00:00,717225
2007-12-30 14:00:00,750283
2007-12-31 21:00:00,765507
2008-01-01 07:00:00,735243
2008-01-02 04:00:00,881640
2008-01-03 11:00:00,959674
2008-01-04 18:00:00,925179
2008-01-05 04:00:00,811282
2008-01-06 01:00:00,734134
2008-01-07 08:00:00,758794
2008-01-08 15:00:00,741243
2008-01-09 22:00:00,736868
2008-01-10 08:00:00,779353
2008-01-11 05:00:00,780007
2008-01-12 12:00:00,717858
2008-01-13 19:00:00,735527
2008-01-14 05:00:00,820070
2008-01-15 02:00:00,863736
2008-01-16 09:00:00,864601
2008-01-17 16:00:00,879781
2008-01-18 23:00:00,823506
2008-01-19 20:00:00,793474
2008-01-20 06:00:00,847303
2008-01-21 03:00:00,953354
2008-01-22 10:00:00,925187
2008-01-23 17:00:00,859753
2008-01-24 03:00:00,899156
2008-01-25 00:00:00,909880
2008-01-26 07:00:00,840219
2008-01-27 14:00:00,782913
2008-01-28 21:00:00,858096
2008-01-29 07:00:00,855683
2008-01-30 04:00:00,818332
2008-01-31 11:00:00,859482
2008-02-01 18:00:00,858646
2008-02-02 04:00:00,763594
2008-02-03 01:00:00,744006
2008-02-04 08:00:00,807664
2008-02-05 15:00:00,786089
2008-02-06 22:00:00,752803
2008-02-07 08:00:00,759392
2008-02-08 05:00:00,794793
2008-02-09 12:00:00,753422
2008-02-10 19:00:00,758144
2008-02-11 05:00:00,967070
2008-02-12 02:00:00,956209
2008-02-13 09:00:00,875316
2008-02-14 06:00:00,867486
2008-02-15 13:00:00,833397
2008-02-16 20:00:00,777218
2008-02-17 06:00:00,766754
2008-02-18 03:00:00,742371
2008-02-19 10:00:00,824255
2008-02-20 17:00:00,894464
2008-02-21 03:00:00,898601
2008-02-22 00:00:00,890441
2008-02-23 07:00:00,804542
2008-02-24 14:00:00,779101
2008-02-25 21:00:00,818105
2008-02-26 07:00:00,826309
2008-02-27 04:00:00,833768
2008-02-28 11:00:00,916382
2008-02-29 18:00:00,892202
2008-03-01 04:00:00,759968
2008-03-02 01:00:00,751299
2008-03-03 08:00:00,777152
2008-03-04 15:00:00,746467
2008-03-05 22:00:00,750683
2008-03-06 08:00:00,778590
2008-03-07 05:00:00,793619
2008-03-08 12:00:00,716601
2008-03-09 19:00:00,724140
2008-03-10 05:00:00,817835
2008-03-11 23:00:00,779451
2008-03-12 09:00:00,780941
2008-03-13 06:00:00,785268
2008-03-14 13:00:00,743419
2008-03-15 20:00:00,666464
2008-03-16 06:00:00,680084
2008-03-17 03:00:00,783970
2008-03-18 10:00:00,787654
2008-03-19 17:00:00,769992
2008-03-20 03:00:00,747441
2008-03-21 00:00:00,744162
2008-03-22 07:00:00,698966
2008-03-23 14:00:00,679027
2008-03-24 21:00:00,767427
2008-03-25 07:00:00,778774
2008-03-26 04:00:00,740616
2008-03-27 11:00:00,750731
2008-03-28 18:00:00,734543
2008-03-29 04:00:00,697429
2008-03-30 01:00:00,696732
2008-03-31 08:00:00,768760
2008-04-01 15:00:00,728658
2008-04-02 22:00:00,725860
2008-04-03 08:00:00,770737
2008-04-04 05:00:00,751561
2008-04-05 12:00:00,653906
2008-04-06 19:00:00,659178
2008-04-07 16:00:00,756668
2008-04-08 23:00:00,739698
2008-04-09 09:00:00,727209
2008-04-10 06:00:00,708994
2008-04-11 13:00:00,695979
2008-04-12 20:00:00,634997
2008-04-13 06:00:00,615205
2008-04-14 03:00:00,711295
2008-04-15 10:00:00,719696
2008-04-16 17:00:00,718500
2008-04-17 03:00:00,710634
2008-04-18 00:00:00,706585
2008-04-19 07:00:00,643543
2008-04-20 14:00:00,615583
2008-04-21 21:00:00,689941
2008-04-22 07:00:00,697763
2008-04-23 04:00:00,710844
2008-04-24 11:00:00,716446
2008-04-25 18:00:00,698374
2008-04-26 04:00:00,637333
2008-04-27 01:00:00,606066
2008-04-28 08:00:00,704722
2008-04-29 15:00:00,697942
2008-04-30 22:00:00,705120
2008-05-01 08:00:00,708638
2008-05-02 05:00:00,702716
2008-05-03 12:00:00,635948
2008-05-04 09:00:00,615431
2008-05-05 16:00:00,693027
2008-05-06 23:00:00,708577
2008-05-07 09:00:00,722818
2008-05-08 06:00:00,732486
2008-05-09 13:00:00,699690
2008-05-10 20:00:00,623829
2008-05-11 06:00:00,600958
2008-05-12 03:00:00,714024
2008-05-13 10:00:00,710094
2008-05-14 17:00:00,704793
2008-05-15 03:00:00,717323
2008-05-16 00:00:00,706206
2008-05-17 07:00:00,630674
2008-05-18 14:00:00,613347
2008-05-19 21:00:00,689119
2008-05-20 07:00:00,715336
2008-05-21 04:00:00,707285
2008-05-22 11:00:00,699619
2008-05-23 18:00:00,687811
2008-05-24 04:00:00,614504
2008-05-25 01:00:00,597580
2008-05-26 08:00:00,641702
2008-05-27 15:00:00,803033
2008-05-28 22:00:00,723806
2008-05-29 08:00:00,720611
2008-05-30 05:00:00,746120
2008-05-31 02:00:00,709953
2008-06-01 09:00:00,705448
2008-06-02 16:00:00,770178
2008-06-03 23:00:00,791501
2008-06-04 09:00:00,793384
2008-06-05 06:00:00,812320
2008-06-06 13:00:00,831312
2008-06-07 20:00:00,917016
2008-06-08 06:00:00,995595
2008-06-09 03:00:00,1140284
2008-06-10 10:00:00,1147396
2008-06-11 17:00:00,982573
2008-06-12 03:00:00,957182
2008-06-13 00:00:00,941408
2008-06-14 07:00:00,902415
2008-06-15 14:00:00,840850
2008-06-16 21:00:00,895079
2008-06-17 07:00:00,805887
2008-06-18 04:00:00,757144
2008-06-19 11:00:00,754298
2008-06-20 18:00:00,786101
2008-06-21 04:00:00,786423
2008-06-22 01:00:00,800639
2008-06-23 08:00:00,901817
2008-06-24 15:00:00,848886
2008-06-25 22:00:00,872195
2008-06-26 19:00:00,934297
2008-06-27 05:00:00,978060
2008-06-28 02:00:00,931045
2008-06-29 09:00:00,904748
2008-06-30 16:00:00,936058
2008-07-01 23:00:00,904674
2008-07-02 09:00:00,899199
2008-07-03 06:00:00,928736
2008-07-04 13:00:00,802565
2008-07-05 20:00:00,774239
2008-07-06 06:00:00,788801
2008-07-07 03:00:00,941386
2008-07-08 10:00:00,1015968
2008-07-09 17:00:00,978773
2008-07-10 03:00:00,943761
2008-07-11 00:00:00,924526
2008-07-12 07:00:00,911446
2008-07-13 14:00:00,893913
2008-07-14 21:00:00,921562
2008-07-15 07:00:00,939223
2008-07-16 04:00:00,977262
2008-07-17 11:00:00,1024173
2008-07-18 18:00:00,1067028
2008-07-19 04:00:00,1021010
2008-07-20 01:00:00,1026515
2008-07-21 08:00:00,1083185
2008-07-22 15:00:00,1063232
2008-07-23 12:00:00,981130
2008-07-24 19:00:00,908816
2008-07-25 05:00:00,891026
2008-07-26 02:00:00,869753
2008-07-27 09:00:00,827157
2008-07-28 16:00:00,902990
2008-07-29 23:00:00,984227
2008-07-30 09:00:00,1016627
2008-07-31 06:00:00,1017946
2008-08-01 13:00:00,1009349
2008-08-02 20:00:00,870760
2008-08-03 06:00:00,809344
2008-08-04 03:00:00,914437
2008-08-05 10:00:00,943423
2008-08-06 17:00:00,995545
2008-08-07 03:00:00,931465
2008-08-08 00:00:00,849152
2008-08-09 07:00:00,752418
2008-08-10 14:00:00,715665
2008-08-11 21:00:00,768881
2008-08-12 07:00:00,801465
2008-08-13 04:00:00,846220
2008-08-14 11:00:00,879735
2008-08-15 18:00:00,843696
2008-08-16 04:00:00,768995
2008-08-17 01:00:00,761800
2008-08-18 08:00:00,918114
2008-08-19 05:00:00,935260
2008-08-20 12:00:00,812535
2008-08-21 19:00:00,828424
2008-08-22 05:00:00,851318
2008-08-23 02:00:00,781788
2008-08-24 09:00:00,811764
2008-08-25 16:00:00,919620
2008-08-26 23:00:00,821434
2008-08-27 09:00:00,790586
2008-08-28 06:00:00,793105
2008-08-29 13:00:00,803215
2008-08-30 20:00:00,803939
2008-08-31 06:00:00,763234
2008-09-01 03:00:00,751551
2008-09-02 10:00:00,876624
2008-09-03 17:00:00,929352
2008-09-04 03:00:00,985597
2008-09-05 00:00:00,980247
2008-09-06 07:00:00,861941
2008-09-07 14:00:00,761505
2008-09-08 21:00:00,850041
2008-09-09 07:00:00,841202
2008-09-10 04:00:00,781287
2008-09-11 11:00:00,763434
2008-09-12 18:00:00,768752
2008-09-13 04:00:00,807381
2008-09-14 22:00:00,909375
2008-09-15 08:00:00,946036
2008-09-16 05:00:00,767616
2008-09-17 12:00:00,740296
2008-09-18 19:00:00,747040
2008-09-19 05:00:00,706493
2008-09-20 02:00:00,634076
2008-09-21 09:00:00,642435
2008-09-22 16:00:00,742752
2008-09-23 23:00:00,729273
2008-09-24 09:00:00,715050
2008-09-25 06:00:00,702853
2008-09-26 13:00:00,711256
2008-09-27 20:00:00,683384
2008-09-28 06:00:00,688691
2008-09-29 03:00:00,744326
2008-09-30 10:00:00,724021
2008-10-01 17:00:00,723079
2008-10-02 03:00:00,693142
2008-10-03 00:00:00,687446
2008-10-04 07:00:00,628226
2008-10-05 14:00:00,618251
2008-10-06 21:00:00,693157
2008-10-07 07:00:00,702418
2008-10-08 04:00:00,707129
2008-10-09 11:00:00,726079
2008-10-10 18:00:00,708694
2008-10-11 15:00:00,628030
2008-10-12 22:00:00,616030
2008-10-13 08:00:00,701993
2008-10-14 05:00:00,724375
2008-10-15 12:00:00,735689
2008-10-16 19:00:00,742002
2008-10-17 05:00:00,680461
2008-10-18 02:00:00,625158
2008-10-19 09:00:00,627665
2008-10-20 16:00:00,719501
2008-10-21 23:00:00,723346
2008-10-22 09:00:00,726989
2008-10-23 06:00:00,734760
2008-10-24 13:00:00,731278
2008-10-25 20:00:00,655969
2008-10-26 06:00:00,623424
2008-10-27 03:00:00,719330
2008-10-28 10:00:00,770392
2008-10-29 17:00:00,770358
2008-10-30 03:00:00,766609
2008-10-31 00:00:00,739076
2008-11-01 07:00:00,650944
2008-11-02 14:00:00,619852
2008-11-03 21:00:00,723963
2008-11-04 07:00:00,717306
2008-11-05 04:00:00,712570
2008-11-06 11:00:00,712018
2008-11-07 08:00:00,695238
2008-11-08 15:00:00,638600
2008-11-09 22:00:00,628724
2008-11-10 08:00:00,735324
2008-11-11 05:00:00,762606
2008-11-12 12:00:00,753027
2008-11-13 19:00:00,753046
2008-11-14 05:00:00,714504
2008-11-15 02:00:00,651989
2008-11-16 09:00:00,664299
2008-11-17 16:00:00,769338
2008-11-18 23:00:00,819794
2008-11-19 09:00:00,845137
2008-11-20 06:00:00,824828
2008-11-21 13:00:00,832456
2008-11-22 20:00:00,818201
2008-11-23 06:00:00,783939
2008-11-24 03:00:00,835574
2008-11-25 10:00:00,791921
2008-11-26 17:00:00,802943
2008-11-27 03:00:00,709610
2008-11-28 00:00:00,729426
2008-11-29 07:00:00,719378
2008-11-30 14:00:00,738136
2008-12-01 21:00:00,753724
2008-12-02 07:00:00,799703
2008-12-03 04:00:00,824236
2008-12-04 01:00:00,801631
2008-12-05 08:00:00,817583
2008-12-06 15:00:00,819761
2008-12-07 22:00:00,809438
2008-12-08 08:00:00,929144
2008-12-09 05:00:00,852268
2008-12-10 12:00:00,766844
2008-12-11 19:00:00,807808
2008-12-12 05:00:00,821079
2008-12-13 02:00:00,806788
2008-12-14 09:00:00,779067
2008-12-15 16:00:00,772636
2008-12-16 23:00:00,812947
2008-12-17 09:00:00,844400
2008-12-18 06:00:00,833358
2008-12-19 13:00:00,850794
2008-12-20 20:00:00,817121
2008-12-21 06:00:00,825295
2008-12-22 03:00:00,969890
2008-12-23 10:00:00,941590
2008-12-24 17:00:00,815763
2008-12-25 03:00:00,690841
2008-12-26 00:00:00,785288
2008-12-27 07:00:00,723141
2008-12-28 14:00:00,663886
2008-12-29 21:00:00,752633
2008-12-30 18:00:00,782431
2008-12-31 04:00:00,820721
2009-01-01 01:00:00,833234
2009-01-02 08:00:00,839753
2009-01-03 15:00:00,780189
2009-01-04 22:00:00,776038
2009-01-05 08:00:00,799766
2009-01-06 05:00:00,851661
2009-01-07 12:00:00,853471
2009-01-08 19:00:00,847832
2009-01-09 05:00:00,873253
2009-01-10 02:00:00,823007
2009-01-11 09:00:00,787840
2009-01-12 16:00:00,878052
2009-01-13 23:00:00,884609
2009-01-14 09:00:00,917413
2009-01-15 06:00:00,953319
2009-01-16 13:00:00,1017592
2009-01-17 20:00:00,975246
2009-01-18 06:00:00,852994
2009-01-19 03:00:00,898846
2009-01-20 10:00:00,937727
2009-01-21 17:00:00,949920
2009-01-22 03:00:00,911480
2009-01-23 00:00:00,840398
2009-01-24 07:00:00,780550
2009-01-25 14:00:00,847654
2009-01-26 11:00:00,917947
2009-01-27 18:00:00,907726
2009-01-28 04:00:00,901934
2009-01-29 01:00:00,874640
2009-01-30 08:00:00,881964
2009-01-31 15:00:00,848804
2009-02-01 22:00:00,762044
2009-02-02 08:00:00,793257
2009-02-03 05:00:00,850617
2009-02-04 12:00:00,888888
2009-02-05 19:00:00,967106
2009-02-06 05:00:00,914673
2009-02-07 02:00:00,783711
2009-02-08 09:00:00,677634
2009-02-09 16:00:00,783227
2009-02-10 23:00:00,780276
2009-02-11 09:00:00,732613
2009-02-12 06:00:00,730267
2009-02-13 13:00:00,770580
2009-02-14 20:00:00,745490
2009-02-15 06:00:00,728524
2009-02-16 03:00:00,808026
2009-02-17 10:00:00,834372
2009-02-18 17:00:00,852570
2009-02-19 03:00:00,800506
2009-02-20 00:00:00,877529
